Geschäftsnummer,Bestimmungsland,Güterart,Geschäftstyp,Richtung,Exportkontrollnummer [EKN],Wert [CHF],,
8006882,Deutschland,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML13.d,10,,
8006882,Deutschland,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML13.d,10,,
8007166,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C351.c10,800,,
8007461,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,0,,
8007152,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,1A202,500,,
8007161,Deutschland,Nukleargüter,Einzelbewilligung,Ausfuhr,0B001.b141b,112500,,
8007835,Deutschland,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML06,7308,,
8007819,Deutschland,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05,6340,,
8006040,Deutschland,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05,30600,,
8006040,Deutschland,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05,137700,,
8007755,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,150,,
8007961,Deutschland,Nukleargüter,Einzelbewilligung,Ausfuhr,0B001.b141b,67000,,
8007940,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i4,4184,,
8007373,Deutschland,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05,5200,,
8007373,Deutschland,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05,79000,,
8007373,Deutschland,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05,4710,,
8007946,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,10,,
8007490,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,77000,,
8006926,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C351.d5,21340.8,,
8006926,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C351.d5,20370,,
8007483,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,0,,
8007483,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,0,,
8008046,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C351.d11,1998.5,,
8006907,Deutschland,Nukleargüter,Einzelbewilligung,Ausfuhr,0C003,500000,,
8006918,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,188000,,
8007419,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A001.f1,400,,
8007425,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,158950,,
8007640,Deutschland,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML10.c2,10500,,
8007640,Deutschland,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML10.c2,1600,,
8008022,Deutschland,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML10.d,900000,,
8006580,Deutschland,Chemikalien CWÜ,Einzelbewilligung,Ausfuhr,2B.4,830,,
8007749,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,4889,,
8007749,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,776,,
8006709,Deutschland,Nukleargüter,Einzelbewilligung,Ausfuhr,0C003,140.5,,
8006411,Deutschland,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,282,,
8007291,Deutschland,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.2,680,,
8006484,Deutschland,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,240.65,,
8006594,Deutschland,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML13.d,796.1,,
8007876,Deutschland,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",282872,,
8006418,Dominikanische Republik,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1a,48000,,
8006494,Estland,Nukleargüter,Einzelbewilligung,Ausfuhr,0C003,1000,,
8006494,Estland,Nukleargüter,Einzelbewilligung,Ausfuhr,0C003,5000,,
8007686,Frankreich,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,370,,
8007327,Frankreich,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a1,45000,,
8007615,Frankreich,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,0,,
8007100,Frankreich,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,278,,
8008152,Frankreich,"Besondere militärische Güter
Besondere militärische Güter",Einzelbewilligung,Ausfuhr,"ML13.a
ML01",31936,,
8007360,Frankreich,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.2,8876.56,,
8007595,Frankreich,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML13.d1,4542.78,,
8007595,Frankreich,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML13.d1,9085.56,,
8007595,Frankreich,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML13.d1,3785.65,,
8006231,Frankreich,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,6375,,
8006231,Frankreich,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,2868.75,,
8006733,Frankreich,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b2
2B201.a2",336344,,
8006319,Frankreich,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,14450,,
8007532,Frankreich,Nukleargüter,Einzelbewilligung,Ausfuhr,0C003,79.7,,
8007849,Frankreich,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,38346.75,,
8007849,Frankreich,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A001.f1,90155,,
8007206,Ghana,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,131963,,
8006520,Grossbritannien,Nukleargüter,Einzelbewilligung,Ausfuhr,0B001.b14b,42500,,
8006784,Grossbritannien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C351.d7,1284.5,,
8007097,Grossbritannien,Nukleargüter,Einzelbewilligung,Ausfuhr,0B001.b141b,122000,,
8007090,Grossbritannien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C351,1284.5,,
8006770,Grossbritannien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",319432,,
8006769,Grossbritannien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",319432,,
8007963,Grossbritannien,Nukleargüter,Einzelbewilligung,Ausfuhr,0B001.b141b,10000,,
8007671,Grossbritannien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,75,,
8007671,Grossbritannien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,75,,
8006603,Grossbritannien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,525,,
8006603,Grossbritannien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,525,,
8007547,Hongkong,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.c1
2B201.b1",750000,,
8008169,Hongkong,Dual Use Güter,Einzelbewilligung,Ausfuhr,7B003,21710,,
8006483,Hongkong,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a.1,20696.25,,
8006523,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d3,5300,,
8006523,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g3,7400,,
8007987,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,493337,,
8008106,Indien,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,1369,,
8008106,Indien,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,1333,,
8007935,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.b1,165000,,
8007927,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A001.a10c,19756,,
8005987,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2D002,9127.2,,
8008194,Indien,Nukleargüter,Einzelbewilligung,Ausfuhr,0C003,5000,,
8008194,Indien,Nukleargüter,Einzelbewilligung,Ausfuhr,0C003,20000,,
8006737,Indien,Nukleargüter,Einzelbewilligung,Ausfuhr,0C003,2500,,
8006737,Indien,Nukleargüter,Einzelbewilligung,Ausfuhr,0C003,1000,,
8008069,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B352.f,3865613,,
8007449,Indien,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML10.c.2,4000,,
8008086,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,3825,,
8007221,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C231,9650,,
8007778,Indien,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML10,5610,,
8007778,Indien,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML10,2050,,
8007778,Indien,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML10,91200,,
8007778,Indien,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML10,113500,,
8006825,Indien,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,6822,,
8006822,Indien,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,4285,,
8006760,Indien,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML10.c.2,9350,,
8006760,Indien,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML10.c.2,16500,,
8008062,Indien,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,28357,,
8008062,Indien,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,18192,,
8006640,Indien,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,7163,,
8006649,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g1,4680,,
8006649,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d3,700,,
8006917,Indien,Nukleargüter,Einzelbewilligung,Ausfuhr,0C003,30000,,
8006917,Indien,Nukleargüter,Einzelbewilligung,Ausfuhr,0C003,5000,,
8007064,Indien,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,1326.64,,
8007072,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2D002,8366.6,,
8008024,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g3,9640,,
8008024,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d3,3600,,
8007073,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2D002,8366.6,,
8006587,Indien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B201.a1
2B001.b2",1801700,,
8007518,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2D002,9012,,
8007519,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2D002,9012,,
8007520,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2D002,9012,,
8006553,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2D002,9012,,
8006575,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d3,3600,,
8006575,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g1,6250,,
8007522,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2D002,9012,,
8007524,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2D002,9012,,
8007527,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2D002,9012,,
8007526,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2D002,9012,,
8007529,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2D002,9012,,
8007528,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2D002,9012,,
8007531,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2D002,9012,,
8007534,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2D002,9012,,
8007536,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2D002,9012,,
8007535,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2D002,9012,,
8007537,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2D002,9012,,
8007540,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2D002,9012,,
8007542,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2D002,9012,,
8007543,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2D002,9012,,
8007544,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2D002,9012,,
8007545,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2D002,9012,,
8007546,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2D002,9012,,
8007989,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,311975,,
8007296,Indien,"Besondere militärische Güter
Besondere militärische Güter",Einzelbewilligung,Ausfuhr,"ML13
ML22",5000000,,
8007521,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2D002,9012,,
8006717,Indien,Nukleargüter,Einzelbewilligung,Ausfuhr,0C003,5000,,
8007287,Indien,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,9319,,
8006415,Indien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2D002,9127.2,,
8006952,Indonesien,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,5572,,
8008212,Indonesien,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,2423,,
8008125,Indonesien,Dual Use Güter,Einzelbewilligung,Ausfuhr,9A012.a,330000,,
8007038,Indonesien,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,14387,,
8006637,Indonesien,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,9877,,
8006906,Indonesien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"1C111
1C011",91064.37,,
8008157,Indonesien,Dual Use Güter,Einzelbewilligung,Ausfuhr,9A115,16416,,
8008157,Indonesien,Dual Use Güter,Einzelbewilligung,Ausfuhr,9A115,40800,,
8008157,Indonesien,Dual Use Güter,Einzelbewilligung,Ausfuhr,9A115,7590,,
8008157,Indonesien,Dual Use Güter,Einzelbewilligung,Ausfuhr,9A115,420900,,
8008157,Indonesien,Dual Use Güter,Einzelbewilligung,Ausfuhr,9A115,75000,,
8006399,Indonesien,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,3391,,
8008005,Indonesien,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A002.g2,41381.21,,
8008002,Indonesien,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A002.g2,41381.21,,
8006880,Irak,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A001.h,148,,
8006880,Irak,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A001.h,13526,,
8006880,Irak,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A001.h,14202,,
8007843,Irak,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,556736,,
8007843,Irak,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,3106500,,
8007350,Irak,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,202615,,
8007393,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,II.A1.003,73.7,,
8007393,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,II.A1.003,194.04,,
8006946,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,II.A1.003,392,,
8006946,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,II.A1.003,1435,,
8007157,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,Ref II.A1.003,36,,
8006460,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,III.A1.003,5761.3,,
8007134,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,II.A1.003,262.74,,
8007134,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,II.A1.003,7983.91,,
8007134,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,II.A1.003,13395.91,,
8007134,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,II.A1.003,3958.93,,
8007134,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,II.A1.003,7779.16,,
8007134,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,II.A1.003,1682.86,,
8007134,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,II.A1.003,724.65,,
8007134,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,II.A1.003,17551.2,,
8007134,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,II.A1.003,515.97,,
8007134,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,II.A1.003,88.45,,
8007134,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,II.A1.003,15067.09,,
8007134,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,II.A1.003,787.06,,
8006477,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,III.A1.003,9840.78,,
8006477,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,III.A1.003,9661.68,,
8006472,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,III.A1.003,6347.36,,
8006473,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,III.A1.003,4580.06,,
8006426,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,III.A1.003,12246,,
8006426,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,III.A1.003,448.68,,
8006452,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,III.A1.003,93,,
8007589,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,II.A1.003,0,,
8007025,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,II.A1.003,1154.78,,
8007025,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,II.A1.003,64.88,,
8007025,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,II.A1.003,2020.86,,
8007025,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,II.A1.003,516.41,,
8007025,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,II.A1.003,1291.88,,
8007027,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,II.A1.003,443.96,,
8007027,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,II.A1.003,1009.89,,
8007427,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,II.A1.003,1964.6,,
8006586,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Vermittlung,"Iran-Sanktionen, Anhang 2, III.A1.024",17220,,
8006586,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Vermittlung,"Iran-Sanktionen, Anhang 2, III.A1.024",27000,,
8006403,Iran,Sanktionsgüter,Einzelbewilligung Sanktionen,Ausfuhr,Anhang 2 Ref. Nr. III.A2.008,307000,,
8007721,Israel,Dual Use Güter,Einzelbewilligung,Ausfuhr,6A005.a5b,22100,,
8007721,Israel,Dual Use Güter,Einzelbewilligung,Ausfuhr,6A005.a5b,22100,,
8008107,Israel,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML11.a,20000,,
8007931,Israel,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A001.a10c,9819,,
8007304,Israel,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.c1
2B201.b1",644278,,
8007307,Israel,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A001.a10c,21731,,
8008120,Israel,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,1142.97,,
8008115,Israel,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.b1,188367,,
8008052,Israel,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C231,6600,,
8007021,Israel,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g,4451,,
8007004,Israel,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"7B003
2B120",530000,,
8006559,Israel,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,1531.42,,
8007515,Israel,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.B,50571,,
8008164,Israel,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C233,2900,,
8006574,Israel,Dual Use Güter,Einzelbewilligung,Ausfuhr,6A005.a5b,60690,,
8008001,Israel,Dual Use Güter,Einzelbewilligung,Ausfuhr,6A005.a5b,8840,,
8007289,Israel,Dual Use Güter,Einzelbewilligung,Ausfuhr,7A002,301050,,
8007237,Israel,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d3,1640,,
8007237,Israel,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g1,3600,,
8007237,Israel,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i4,6500,,
8007191,Italien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,23995,,
8007979,Italien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B120,20000,,
8006667,Italien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,45500,,
8007328,Italien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,101090,,
8007697,Italien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,17666,,
8006890,Italien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,47300,,
8007468,Italien,Nukleargüter,Einzelbewilligung,Ausfuhr,0C003,35000,,
8007468,Italien,Nukleargüter,Einzelbewilligung,Ausfuhr,0C003,5000,,
8007816,Italien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,46583,,
8008055,Italien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,53090,,
8006592,Italien,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,833.25,,
8006500,Italien,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML13,35,,
8006500,Italien,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML13,2,,
8006500,Italien,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML13,15,,
8006502,Italien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",528800,,
8007292,Italien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,28820,,
8007550,Japan,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML13.d,925,,
8007550,Japan,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML13.d,833,,
8006400,Japan,Nukleargüter,Einzelbewilligung,Ausfuhr,0C003,50000,,
8002561,Jordanien,"Besondere militärische Güter
Besondere militärische Güter",Einzelbewilligung,Ausfuhr,"ML14
ML21",20000000,,
8002561,Jordanien,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML22,2756000,,
8002561,Jordanien,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML10,120000000,,
8002561,Jordanien,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML21,1,,
8007121,Jordanien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i7,768.3,,
8007121,Jordanien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i7,13998.1,,
8007121,Jordanien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i7,789.6,,
8007121,Jordanien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i1,18065.48,,
8008015,Jordanien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i1,16930.4,,
8008015,Jordanien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i7,27996.1,,
8007986,Kamerun,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,165,,
8006229,Kamerun,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML13.d,3690,,
8006229,Kamerun,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML13.d,7395,,
8006229,Kamerun,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML13.d,3690,,
8006229,Kamerun,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML13.d,4250,,
8006229,Kamerun,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML13.d,4250,,
8006992,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,300,,
8008088,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,200,,
8008088,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,800,,
8008088,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,100,,
8008088,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,50,,
8007912,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,250,,
8007912,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,290,,
8007912,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,50,,
8007912,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,160,,
8007912,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,40,,
8007912,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,220,,
8007912,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,120,,
8007912,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,250,,
8007912,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,170,,
8007912,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,80,,
8007912,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,220,,
8007912,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,340,,
8007912,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,360,,
8007912,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,130,,
8007912,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,400,,
8007912,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,350,,
8007912,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,190,,
8007912,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,260,,
8007912,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,320,,
8007912,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,400,,
8007912,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,380,,
8007912,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,750,,
8007912,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,300,,
8007912,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,230,,
8007912,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,310,,
8007912,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,360,,
8007912,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,480,,
8007829,Kanada,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,1400,,
