Geschäftsnummer,Ausstellungsdatum,Bestimmungsland,Güterart,Geschäftsart,EKN,Wert [CHF]
8002432,01.04.2015,Singapur,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.a1
2B001.a2",830653.3
8002439,01.04.2015,Singapur,Dual Use Güter,Ausfuhr,3A225,5201
8002286,01.04.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A228.c,78800
8002442,01.04.2015,Deutschland,Dual Use Güter,Ausfuhr,2B350.g2,572
8002443,01.04.2015,Chile,Besondere militärische Güter,Ausfuhr,ML10.a,25897
8002445,01.04.2015,Chile,Besondere militärische Güter,Ausfuhr,ML10.a,25897
8002446,02.04.2015,Russische Föderation,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",961344
8002449,02.04.2015,Grossbritannien,Dual Use Güter,Ausfuhr,7A003.c1,139650
8002459,02.04.2015,Saudi-Arabien,Dual Use Güter,Ausfuhr,3A225,10190
8002453,02.04.2015,Indonesien,Dual Use Güter,Ausfuhr,9A012,110000
8002460,02.04.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",1190651
8002461,02.04.2015,Vereinigte Staaten von Amerika,Besondere militärische Güter,Ausfuhr,ML18.a,13938731
8002463,02.04.2015,Vereinigte Staaten von Amerika,Besondere militärische Güter,Ausfuhr,ML18.a,20804247
8002464,02.04.2015,Italien,Dual Use Güter,Ausfuhr,2B201.a,22400
8002456,02.04.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B001.a,545454
8002458,02.04.2015,Vereinigte Staaten von Amerika,Besondere militärische Güter,Ausfuhr,ML18.a,17743357
8002466,02.04.2015,Slowenien,Dual Use Güter,Ausfuhr,2B201.a,120000
8002468,02.04.2015,Slowenien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.c
2B201.b",500000
8002470,02.04.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.a1
2B001.a2",294578.9
8002469,02.04.2015,Litauen,Dual Use Güter,Ausfuhr,6A002.b4b,31200
8002475,07.04.2015,Slowenien,Dual Use Güter,Ausfuhr,2B001.a,74000
8002114,07.04.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B352.b,75940.5
8002480,07.04.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,2B350.d3,17018.65
8002481,07.04.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,2B350.d3,45025.62
8002472,08.04.2015,Indien,Dual Use Güter,Ausfuhr,7B003,2870000
8002435,08.04.2015,Brasilien,"Nukleargüter
Nukleargüter",Ausfuhr,"0E001
0E001",464380
8002484,08.04.2015,"Korea, Republik (Südkorea)",Besondere militärische Güter,Ausfuhr,ML10.c2,7000
8002484,08.04.2015,"Korea, Republik (Südkorea)",Besondere militärische Güter,Ausfuhr,ML10.c.2,7000
8002496,08.04.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A001.a2c,514800
8002497,08.04.2015,Kanada,National kontrollierte Güter,Ausfuhr,5.1,1100
8002497,08.04.2015,Kanada,National kontrollierte Güter,Ausfuhr,5.1,450
8002497,08.04.2015,Kanada,National kontrollierte Güter,Ausfuhr,5.1,500
8002497,08.04.2015,Kanada,National kontrollierte Güter,Ausfuhr,5.1,2100
8002497,08.04.2015,Kanada,National kontrollierte Güter,Ausfuhr,5.1,4000
8002497,08.04.2015,Kanada,National kontrollierte Güter,Ausfuhr,5.1,900
8002497,08.04.2015,Kanada,National kontrollierte Güter,Ausfuhr,5.1,200
8002492,08.04.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B001,87026
8002504,08.04.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,5388.5
8002377,08.04.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,7A101,2000
8002506,08.04.2015,Estland,Besondere militärische Güter,Ausfuhr,ML15.b,34020
8002489,08.04.2015,Russische Föderation,"Dual Use Güter
Dual Use Güter",Ausfuhr,"7A003.c1
7A103",215512
8002503,08.04.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B001.a,185000
8002503,08.04.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B001.a,270000
8002487,08.04.2015,Russische Föderation,Dual Use Güter,Ausfuhr,7A003.c1,111761.4
8002511,08.04.2015,Thailand,Dual Use Güter,Ausfuhr,3A001.a10c,48784
8002251,09.04.2015,Iran,Sanktionsgüter,Ausfuhr,III.A1.003f,3874.73
8002252,09.04.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B201.a
2B001.b",2037400
8002510,09.04.2015,Rumänien,Dual Use Güter,Ausfuhr,2B201.b1,182945
8002512,09.04.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,1390
8002512,09.04.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,3420
8002512,09.04.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,1270
8002512,09.04.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,6170
8002512,09.04.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,1300
8002519,09.04.2015,Israel,Dual Use Güter,Ausfuhr,3A001.a10c,126695
8002522,09.04.2015,Vietnam,Dual Use Güter,Ausfuhr,5A002.a1a,13795.2
8002521,09.04.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,2220
8002515,09.04.2015,Israel,Dual Use Güter,Ausfuhr,3A001.a10c,19607
8002514,09.04.2015,Israel,Dual Use Güter,Ausfuhr,3A001.a10c,93600
8002516,09.04.2015,Deutschland,Dual Use Güter,Ausfuhr,2B350.g2,21868
8002516,09.04.2015,Deutschland,Dual Use Güter,Ausfuhr,2B350.G2,4720
8002516,09.04.2015,Deutschland,Dual Use Güter,Ausfuhr,2B350.G2,31467
8002516,09.04.2015,Deutschland,Dual Use Güter,Ausfuhr,2B350.G2,1858
8002516,09.04.2015,Deutschland,Dual Use Güter,Ausfuhr,2B350.G2,12902
8002530,09.04.2015,Singapur,Dual Use Güter,Ausfuhr,1C231,6000
8002529,09.04.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B201.b1,735000
8002531,09.04.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B201.b1,428000
8002532,09.04.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B201.b1,590000
8002536,09.04.2015,Iran,Sanktionsgüter,Ausfuhr,III.A1.003,4996
8002524,09.04.2015,Iran,Sanktionsgüter,Ausfuhr,III.A1.003e Iran Sanktionen,29.2
8002526,10.04.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A228.c,2174
8002528,10.04.2015,Indien,Dual Use Güter,Ausfuhr,2B201.b1,195581
8002551,10.04.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.g2,222
8002527,10.04.2015,Portugal,Besondere militärische Güter,Ausfuhr,ML13,1000
8002527,10.04.2015,Portugal,Besondere militärische Güter,Ausfuhr,ML13,1000
8002527,10.04.2015,Portugal,Besondere militärische Güter,Ausfuhr,ML13,1000
8002527,10.04.2015,Portugal,Besondere militärische Güter,Ausfuhr,ML13,100
8002527,10.04.2015,Portugal,Besondere militärische Güter,Ausfuhr,ML13,200
8002527,10.04.2015,Portugal,Besondere militärische Güter,Ausfuhr,ML13,1000
8002527,10.04.2015,Portugal,Besondere militärische Güter,Ausfuhr,ML13,1000
8002527,10.04.2015,Portugal,Besondere militärische Güter,Ausfuhr,ML13,1000
8002527,10.04.2015,Portugal,Besondere militärische Güter,Ausfuhr,ML13,1000
8002527,10.04.2015,Portugal,Besondere militärische Güter,Ausfuhr,ML13,100
8002546,10.04.2015,Ägypten,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B350.g2
2B350.g9",12600
8002546,10.04.2015,Ägypten,Dual Use Güter,Ausfuhr,2B350.h2,61358
8002555,13.04.2015,Frankreich,National kontrollierte Güter,Ausfuhr,5.1,200
8002555,13.04.2015,Frankreich,National kontrollierte Güter,Ausfuhr,5.1,700
8002555,13.04.2015,Frankreich,National kontrollierte Güter,Ausfuhr,5.1,1000
8002556,14.04.2015,Mexiko,Dual Use Güter,Ausfuhr,3A225,5439.46
8002564,14.04.2015,Frankreich,National kontrollierte Güter,Ausfuhr,5.1,69.9
8002564,14.04.2015,Frankreich,National kontrollierte Güter,Ausfuhr,5.1,64.7
8002565,14.04.2015,Niederlande,National kontrollierte Güter,Ausfuhr,5.1,2499.9
8002575,14.04.2015,Thailand,National kontrollierte Güter,Ausfuhr,5.1,5400
8002575,14.04.2015,Thailand,National kontrollierte Güter,Ausfuhr,5.1,4320
8002575,14.04.2015,Thailand,National kontrollierte Güter,Ausfuhr,5.1,3665
8002575,14.04.2015,Thailand,National kontrollierte Güter,Ausfuhr,5.1,2510
8002575,14.04.2015,Thailand,National kontrollierte Güter,Ausfuhr,5.1,2990
8002566,14.04.2015,"China, Taiwan","Chemikalien CWÜ
Dual Use Güter",Ausfuhr,"3B.14
1C350.9",7650
8002574,14.04.2015,"China, Volksrepublik",National kontrollierte Güter,Ausfuhr,5.1,29568
8002539,14.04.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B001.d,278100
8002578,14.04.2015,Vietnam,Dual Use Güter,Ausfuhr,5A001.h,526753
8002502,14.04.2015,Saudi-Arabien,National kontrollierte Güter,Ausfuhr,5.2,375000
8002473,15.04.2015,Russische Föderation,"Dual Use Güter
Dual Use Güter",Ausfuhr,"7B003
2B122",370000
8002582,15.04.2015,Vereinigte Staaten von Amerika,National kontrollierte Güter,Ausfuhr,5.1,800
8002598,15.04.2015,Paraguay,National kontrollierte Güter,Ausfuhr,5.1,2600
8002598,15.04.2015,Paraguay,National kontrollierte Güter,Ausfuhr,5.1,150
8002597,15.04.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,6A005.A6B2,266700
8002579,15.04.2015,Russische Föderation,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",816069
8002583,15.04.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.g2,890
8002594,15.04.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.g2,590
8002587,15.04.2015,Deutschland,Dual Use Güter,Ausfuhr,2B201.a1,160000
8002563,15.04.2015,Kroatien,Besondere militärische Güter,Ausfuhr,ML15.b,60000
8002204,15.04.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B001,2928900
8002616,15.04.2015,Indien,Dual Use Güter,Ausfuhr,6A002.c1,17560
8002616,15.04.2015,Indien,Besondere militärische Güter,Ausfuhr,ML05.b,45000
8002617,15.04.2015,Indien,Dual Use Güter,Ausfuhr,6A002.c1,17560
8002617,15.04.2015,Indien,Dual Use Güter,Ausfuhr,6a002.c1,5815
8002601,15.04.2015,Vereinigte Staaten von Amerika,Besondere militärische Güter,Ausfuhr,ML13,1000
8002604,16.04.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",258627
8002599,16.04.2015,Vereinigte Staaten von Amerika,National kontrollierte Güter,Ausfuhr,5.1,2900
8002618,16.04.2015,Indonesien,Dual Use Güter,Ausfuhr,1C233,3950
8002624,16.04.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,5A002.a1a,2400
8002625,16.04.2015,Kolumbien,Dual Use Güter,Ausfuhr,5A002.a1a,36000
8002626,16.04.2015,Türkei,Dual Use Güter,Ausfuhr,2B201.a1,134000
8002636,16.04.2015,Estland,Dual Use Güter,Ausfuhr,6A002.c1,1074233
8002568,16.04.2015,Malaysia,"Besondere militärische Güter
Besondere militärische Güter",Ausfuhr,"ML13
ML22",5000000
8002569,16.04.2015,Thailand,"Besondere militärische Güter
Besondere militärische Güter",Ausfuhr,"ML13
ML22",5000000
8002570,16.04.2015,Philippinen,"Besondere militärische Güter
Besondere militärische Güter",Ausfuhr,"ML13
ML22",5000000
8002627,17.04.2015,Dänemark,National kontrollierte Güter,Ausfuhr,5.1,1388.8
8002427,17.04.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,5A001.e,970200
8002649,17.04.2015,Frankreich,Besondere militärische Güter,Ausfuhr,ML13.d,2100
8002645,20.04.2015,Ungarn,Besondere militärische Güter,Ausfuhr,ML04,22500
8002645,20.04.2015,Ungarn,Besondere militärische Güter,Ausfuhr,ML04,33000
8002646,20.04.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",1344252
8002648,20.04.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",2602176
8002433,20.04.2015,Schweiz,Dual Use Güter,Ausfuhr,5D001.a,76326
8002658,20.04.2015,Iran,Sanktionsgüter,Ausfuhr,III.A1.003,12557
8002658,20.04.2015,Iran,Sanktionsgüter,Ausfuhr,III.A1.003,2955
8001054,20.04.2015,Grossbritannien,Nukleargüter,Ausfuhr,0B001,345000
8002660,20.04.2015,Indien,Besondere militärische Güter,Ausfuhr,ML11,5125
8002659,20.04.2015,Indien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.a1
2B001.a2",241216.4
8002663,20.04.2015,Hongkong,Dual Use Güter,Ausfuhr,3A001.a5a3,47310
8002668,20.04.2015,Indien,Dual Use Güter,Ausfuhr,5A002.a1a,10444.15
8002654,20.04.2015,Singapur,"Chemikalien CWÜ
Dual Use Güter",Ausfuhr,"3B.14
1C350.9",10800
8002670,20.04.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A001.g2,103040
8002673,20.04.2015,Slowakische Republik,Dual Use Güter,Ausfuhr,2B201.b1,275308
8002666,20.04.2015,Russische Föderation,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",2643720
8002669,20.04.2015,Bahrain,Dual Use Güter,Ausfuhr,6A005.a5b,73700
8002675,20.04.2015,Israel,Dual Use Güter,Ausfuhr,5A001.h,23958
8002661,20.04.2015,Kanada,National kontrollierte Güter,Ausfuhr,5.1,800
8002677,20.04.2015,Israel,Dual Use Güter,Ausfuhr,5A002.a.1a,16300
8002657,21.04.2015,Grossbritannien,Nukleargüter,Ausfuhr,0B001.b14b,11000
8002628,21.04.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,6A005.a6a,226800
8002674,21.04.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B201.b1,580000
8002585,21.04.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B201.b1,2646000
8002687,21.04.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A002.g2,51100
8002692,22.04.2015,Italien,Dual Use Güter,Ausfuhr,2B350.g2,78000
8002688,22.04.2015,Iran,Sanktionsgüter,Ausfuhr,III.A1.003,441
8002688,22.04.2015,Iran,Sanktionsgüter,Ausfuhr,III.A1.003,11342
8002696,22.04.2015,Hongkong,Dual Use Güter,Ausfuhr,3A001.a5a2,284200
8002698,22.04.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A001.a5a3,112700
8002689,22.04.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B001.a,168331.1
8002689,22.04.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B001.a,168331.1
8002701,22.04.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",331630
8002702,22.04.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B201.a.1
2B001.b.2",241747
8002704,22.04.2015,Tschechische Republik,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b1
2B201.a",111000
8002580,22.04.2015,Vereinigte Staaten von Amerika,National kontrollierte Güter,Ausfuhr,5.1,0
8002672,23.04.2015,Rumänien,Dual Use Güter,Ausfuhr,9C110,3594
8002708,23.04.2015,Brasilien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",225045
8002709,23.04.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML04,630000
8002505,23.04.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,7B003,260000
8002706,23.04.2015,Pakistan,Dual Use Güter,Ausfuhr,5A001.h,37500
8002717,23.04.2015,Frankreich,National kontrollierte Güter,Ausfuhr,5.1,2100
8002584,23.04.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B201.b1,375804
8002724,23.04.2015,Bosnien-Herzegowina,Dual Use Güter,Ausfuhr,9A012.a,35000
8002728,23.04.2015,Marokko,National kontrollierte Güter,Ausfuhr,5.2,265000
8002735,24.04.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,91680.2
8002734,24.04.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,6A005.a5b,268550
8002732,24.04.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,2B201.b1,567000
8002720,24.04.2015,Schweiz,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",354800
8002720,24.04.2015,Schweiz,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",626910
8002720,24.04.2015,Schweiz,Dual Use Güter,Ausfuhr,2B001.a.1.2,145710
8002737,27.04.2015,Singapur,National kontrollierte Güter,Ausfuhr,5.1,6175
8002739,27.04.2015,Malaysia,Dual Use Güter,Ausfuhr,2B352.b,185620
8002744,27.04.2015,"Kongo, Demokratische Republik (ex-Zaire)",Dual Use Güter,Ausfuhr,2B350.G1,5106
8002740,27.04.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.c1
2B201.b",2077690
8002756,27.04.2015,Spanien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",284101
8002747,27.04.2015,Italien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",255000
8002738,28.04.2015,Myanmar (Union),National kontrollierte Güter,Ausfuhr,5.1,6284.25
8002538,28.04.2015,Russische Föderation,Dual Use Güter,Ausfuhr,6A005.d1d4,36583
8002727,28.04.2015,Ukraine,National kontrollierte Güter,Ausfuhr,5.1,2200
8002767,28.04.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B001.a,378000
8002769,28.04.2015,Rumänien,Dual Use Güter,Ausfuhr,3A228.c,1273
8002769,28.04.2015,Rumänien,Dual Use Güter,Ausfuhr,3A228.c,3832
8002775,28.04.2015,Mexiko,Dual Use Güter,Ausfuhr,3A225,5439.46
8002776,28.04.2015,Singapur,Dual Use Güter,Ausfuhr,1C231,4200
8002788,29.04.2015,Frankreich,National kontrollierte Güter,Ausfuhr,5.1,620.3
8002789,29.04.2015,"China, Volksrepublik",Besondere militärische Güter,Ausfuhr,ML05.b,29500
8002789,29.04.2015,"China, Volksrepublik",Besondere militärische Güter,Ausfuhr,ML15.d,8800
8002748,29.04.2015,"China, Volksrepublik",Besondere militärische Güter,Ausfuhr,ML05,60000
8002783,29.04.2015,Italien,Dual Use Güter,Ausfuhr,2B350.a3,90000
8002768,29.04.2015,Russische Föderation,Dual Use Güter,Ausfuhr,7A103.a,385586
8002766,30.04.2015,Israel,Dual Use Güter,Ausfuhr,5A002,1379.33
8002804,30.04.2015,"China, Taiwan",National kontrollierte Güter,Ausfuhr,5.1,635.5
8002804,30.04.2015,"China, Taiwan",National kontrollierte Güter,Ausfuhr,5.1,248.8
8002804,30.04.2015,"China, Taiwan",National kontrollierte Güter,Ausfuhr,5.1,804.5
8002804,30.04.2015,"China, Taiwan",National kontrollierte Güter,Ausfuhr,5.1,842.2
8002804,30.04.2015,"China, Taiwan",National kontrollierte Güter,Ausfuhr,5.1,628.5
8002725,30.04.2015,Deutschland,Besondere militärische Güter,Ausfuhr,ML06.a,8505
8002413,30.04.2015,Kolumbien,Besondere militärische Güter,Ausfuhr,ML10.a,9606.55
8002745,30.04.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.d5,1155
8002780,30.04.2015,Myanmar (Union),National kontrollierte Güter,Ausfuhr,5.1,2725
8002780,30.04.2015,Myanmar (Union),National kontrollierte Güter,Ausfuhr,5.1,7125
8002795,30.04.2015,Bosnien-Herzegowina,Besondere militärische Güter,Ausfuhr,ML03,1700
8002795,30.04.2015,Bosnien-Herzegowina,Besondere militärische Güter,Ausfuhr,ML03,1300
8002795,30.04.2015,Bosnien-Herzegowina,Besondere militärische Güter,Ausfuhr,ML03,2700
8002784,30.04.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML15.d,8000
8002784,30.04.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML05,47000
8002784,30.04.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML15.b,60000
8002784,30.04.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML05.b,18087
8002784,30.04.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML05.b,26000
8002806,30.04.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,5D002.c1,8000
8002810,30.04.2015,Iran,Sanktionsgüter,Ausfuhr,"Iran-Sanktionen III.A1.003, Anhang 2",5229
8002810,30.04.2015,Iran,Sanktionsgüter,Ausfuhr,"Iran-Sanktionen III.A1.003, Anhang 2",1321.77
8002810,30.04.2015,Iran,Sanktionsgüter,Ausfuhr,"Iran-Sanktionen III.A1.003, Anhang 2",14059.75
8002810,30.04.2015,Iran,Sanktionsgüter,Ausfuhr,"Iran-Sanktionen III.A1.003, Anhang 2",868
8002731,01.05.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML05.b,25000
8002440,01.05.2015,Bangladesch,Dual Use Güter,Ausfuhr,2B001.a,142171
8002827,01.05.2015,Indien,Dual Use Güter,Ausfuhr,2B350.i4,5006.5
8002798,01.05.2015,Russische Föderation,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001
2B001.b2",219011
8002831,01.05.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B005.e,1070181.62
8002832,01.05.2015,Myanmar (Union),National kontrollierte Güter,Ausfuhr,5.1,47840
8002833,04.05.2015,Indien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2E002
2E301",175000
8002841,05.05.2015,Lettland,"Besondere militärische Güter
Besondere militärische Güter",Ausfuhr,"ML01.d
ML01.d",3070
8002860,05.05.2015,Bahamas,Dual Use Güter,Ausfuhr,5A002.a1,2717
8002849,05.05.2015,Schweiz,Dual Use Güter,Ausfuhr,2B352.b,130000
8002843,05.05.2015,Indien,Dual Use Güter,Ausfuhr,3A228.c,7530
8002840,05.05.2015,Israel,Dual Use Güter,Ausfuhr,2B001.a,180000
8002826,05.05.2015,Myanmar (Union),National kontrollierte Güter,Ausfuhr,5.1,8360
8002826,05.05.2015,Myanmar (Union),National kontrollierte Güter,Ausfuhr,5.1,4610
8002826,05.05.2015,Myanmar (Union),National kontrollierte Güter,Ausfuhr,5.1,7990
8002682,05.05.2015,Vereinigte Arabische Emirate,Dual Use Güter,Ausfuhr,5A001.h,100000
8002848,05.05.2015,Indonesien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"7A103
7A103.a",1035000
8002822,05.05.2015,Indien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001
2B201",867671.42
8002820,05.05.2015,Indien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001
2B201",673252.88
8002852,06.05.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,6A005.a6a,378000
8002868,06.05.2015,Tschechische Republik,Dual Use Güter,Ausfuhr,2B201.b,256000
8002856,06.05.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,2B350.d3,34037.3
8002863,06.05.2015,Iran,Sanktionsgüter,Ausfuhr,III.A6.013.d,33853.8
8002855,06.05.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML05.b,14200
8002855,06.05.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML05.b,19500
8002622,06.05.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B352.b1,4920000
8002870,06.05.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B352.b1,14900000
8002623,06.05.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B352.B1,1208000
8002864,06.05.2015,Russische Föderation,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001
2B201",2289200
8002865,06.05.2015,Russische Föderation,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001
2B201",2289200
8002861,06.05.2015,Russische Föderation,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001
2B201",2289200
8002862,06.05.2015,Russische Föderation,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001
2B201",2289200
8002651,06.05.2015,Deutschland,Dual Use Güter,Ausfuhr,2B350.i4,1481
8002886,06.05.2015,Deutschland,Dual Use Güter,Ausfuhr,2B350.g2,1211
8002888,07.05.2015,Hongkong,Dual Use Güter,Ausfuhr,2b201.a1,213660
8002889,07.05.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2b201.a1,229722
8002898,07.05.2015,Niederlande,Dual Use Güter,Ausfuhr,2B350.g2,1258
8002893,07.05.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A001.b2d,38500
8002887,07.05.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B201.b1,357325
8002454,07.05.2015,Saudi-Arabien,"Besondere militärische Güter
Besondere militärische Güter",Ausfuhr,"ML10
ML21",18000000
8002454,07.05.2015,Saudi-Arabien,"Besondere militärische Güter
Besondere militärische Güter",Ausfuhr,"ML14
ML21",60000000
8002454,07.05.2015,Saudi-Arabien,"Besondere militärische Güter
Besondere militärische Güter",Ausfuhr,"ML14
ML21",56000000
8002454,07.05.2015,Saudi-Arabien,"Besondere militärische Güter
Besondere militärische Güter",Ausfuhr,"ML10
ML21",415000000
8002454,07.05.2015,Saudi-Arabien,Besondere militärische Güter,Ausfuhr,ML22,1
8002561,07.05.2015,Jordanien,"Besondere militärische Güter
Besondere militärische Güter",Ausfuhr,"ML14
ML21",14720000
8002561,07.05.2015,Jordanien,"Besondere militärische Güter
Besondere militärische Güter",Ausfuhr,"ML10
ML21",47524000
8002561,07.05.2015,Jordanien,Besondere militärische Güter,Ausfuhr,ML22,2756000
8002561,07.05.2015,Jordanien,Besondere militärische Güter,Ausfuhr,ML21,1
8002873,07.05.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML15,16146
8002907,07.05.2015,Thailand,Dual Use Güter,Ausfuhr,2B201.b1,372199
8002908,07.05.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",706899
8002913,08.05.2015,Myanmar (Union),National kontrollierte Güter,Ausfuhr,5.1,25130
8002904,08.05.2015,Russische Föderation,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",792073
8002857,08.05.2015,Türkei,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.a
2B001.a",126200
8002857,08.05.2015,Türkei,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.a
2B001.a",82300
8002650,08.05.2015,Frankreich,Nukleargüter,Ausfuhr,0B001.b14b,10700
8002653,08.05.2015,Vereinigte Staaten von Amerika,Nukleargüter,Ausfuhr,0B001.b141b,26300
8002916,08.05.2015,Kirgisistan,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",274680
8002901,08.05.2015,Israel,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",645000
8002614,08.05.2015,Belarus,National kontrollierte Güter,Ausfuhr,5.1,26470
8002935,08.05.2015,Burkina Faso,Besondere militärische Güter,Ausfuhr,ML07,137158
8002937,11.05.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A001.a5a1,42750
