0,"KATEGORIE 0 — KERNTECHNISCHE MATERIALIEN, ANLAGEN UND AUSRÜSTUNG",,,,,,,
0A,"Systeme, Ausrüstung und Bestandteile",,,,,,,
0A001,„Kernreaktoren“ und besonders konstruierte oder hergerichtete Ausrüstung und Bestandteile hierfür wie,,,,,,,
0A001iAnmerkung,"Anmerkung:  0A001i erfasst nicht Wärmeaustauscher für unterstützende Systeme des Reaktors, wie z. B. Not-",,,,,,,
,kühlsysteme oder Nachwärme-Kühlsysteme.,,,,,,,
,,,,,,,,
0A001,"j) Neutronendetektoren, besonders konstruiert oder hergerichtet für die Bestimmung von Neutronenfluss-",,,,,,,
,höhen innerhalb des Kerns eines „Kernreaktors“,,,,,,,
,,,,,,,,
0A001k,"k) ‚externe thermische Abschirmungen‘, besonders konstruiert oder hergerichtet zur Verwendung in einem",,,,,,,
,„Kernreaktor“ zwecks Reduzierung des Wärmeverlusts sowie als  Sicherheitshülle für  den  Reaktorbehälter.,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
0.A.0.01.k.Technische Anmerkung.,"‚Externe thermische Abschirmungen‘ im Sinne von Unternummer 0A001k sind Hauptstrukturen, die am Reak-",,,,,,,
,"torbehälter angebracht sind, um den Wärmeverlust des Reaktors und die Temperatur in der Sicherheitshülle zu",,,,,,,
,reduzieren.,,,,,,,
0.B.,"Prüf-, Test- und Herstellungseinrichtungen",,,,,,,
0B001,"Anlagen für die Isotopentrennung von „natürlichem Uran“, „abgereichertem Uran“ oder „besonderem spalt-",,,,,,,
,"baren Material“ sowie besonders konstruierte oder hergerichtete Ausrüstung und Bestandteile hierfür, wie",,,,,,,
,folgt:,,,,,,,
,,,,,,,,
0B001,"a) Anlagen, besonders konstruiert für die Isotopentrennung von „natürlichem Uran“, „abgereichertem Uran“",,,,,,,
,"oder „besonderem spaltbaren Material“, wie folgt:",,,,,,,
,,,,,,,,
0B001a,"1. Gaszentrifugen-Trennanlagen,",,,,,,,
,,,,,,,,
0B001a,"2. Gasdiffusions-Trennanlagen,",,,,,,,
,,,,,,,,
0B001a,"3. aerodynamische Trennanlagen,",,,,,,,
,,,,,,,,
0B001a,"4. Trennanlagen durch chemischen Austausch,",,,,,,,
,,,,,,,,
0B001a,"5. Trennanlagen durch Ionenaustausch,",,,,,,,
,,,,,,,,
0B001a,"6. Isotopentrennanlagen nach dem atomaren „Laser“verfahren,",,,,,,,
,,,,,,,,
0B001a,"7. Isotopentrennanlagen nach dem molekularen „Laser“verfahren,",,,,,,,
,,,,,,,,
0B001a,"8. Plasmatrennanlagen,",,,,,,,
,,,,,,,,
0B001a,9. Trennanlagen nach dem elektromagnetischen Verfahren,,,,,,,
,,,,,,,,
0B001,"b) Gaszentrifugen sowie Zentrifugensysteme und Bestandteile, besonders konstruiert oder hergerichtet für",,,,,,,
,"das Gaszentrifugen-Trennverfahren, wie folgt:",,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
0.B.0.01.b.Technische Anmerkung.,‚Hochfeste Materialien‘ im Sinne von Unternummer 0B001b sind die folgenden Materialien:,,,,,,,
,,,,,,,,
0.B.0.01.b.Technische Anmerkung.,"1. martensitaushärtender Stahl (maraging steel) mit einer erreichbaren Zugfestigkeit grösser/gleich 1,95 GPa,",,,,,,,
,,,,,,,,
0.B.0.01.b.Technische Anmerkung.,"2. Aluminiumlegierungen mit einer erreichbaren Zugfestigkeit grösser/gleich 0,46 GPa oder",,,,,,,
0.B.0.01.b.Technische Anmerkung.,"3. „faser- oder fadenförmige Materialien“ mit einem „spezifischen Modul“ grösser als 3,18 x 106 m und einer",,,,,,,
,"„spezifischen Zugfestigkeit“ grösser als 7,62 x 104 m.",,,,,,,
0B001b,"1. Gaszentrifugen,",,,,,,,
,,,,,,,,
,,,,,,,,
0B001b,"2. vollständige Rotorsysteme,",,,,,,,
0B001b,"3. Rotorrohre mit einer Wandstärke kleiner/gleich 12 mm, einem Durchmesser zwischen 75 mm und",,,,,,,
,"650 mm, hergestellt aus ‚hochfesten Materialien‘,",,,,,,,
0B001b,"4. Ringe oder Sickenbänder mit einer Wandstärke kleiner/gleich 3 mm, einem Durchmesser zwischen",,,,,,,
,75 mm und 650 mm und konstruiert für die Verstärkung oder Verbindung der Rotorteile unter-,,,,,,,
,"einander, hergestellt aus ‚hochfesten Materialien‘,",,,,,,,
0B001b,5. Leitbleche mit einem Durchmesser zwischen 75 mm und 650 mm zur Montage innerhalb der,,,,,,,
,"Rotorrohre, hergestellt aus ‚hochfesten Materialien‘,",,,,,,,
0B001b,6. obere und untere Deckel mit einem Durchmesser zwischen 75 mm und 650 mm als Rotorrohren-,,,,,,,
,"den, hergestellt aus ‚hochfesten Materialien‘,",,,,,,,
0B001b,7. magnetisch aufgehängte Lager wie folgt:,,,,,,,
0B001b7,"a) Lagerbaugruppen, bestehend aus einem Ringmagneten, der innerhalb eines Gehäuses aufgehängt",,,,,,,
,"ist, das aus „UF6-resistenten Werkstoffen“ hergestellt oder mit solchen geschützt ist und ein",,,,,,,
,Dämpfungsmedium enthält, der Magnet ist mit einem am Rotordeckel montierten Polstück,,,,,,
,"oder einem zweiten Magneten gekoppelt,",,,,,,,
0B001b7,"b) aktive magnetische Lager, besonders konstruiert oder hergerichtet zur Verwendung in Gaszen-",,,,,,,
,trifugen.,,,,,,,
0B001b,"8. besonders hergerichtete Lager, die ein halbkugelförmiges Gegenlager (pivot-cup) enthalten und auf",,,,,,,
,"einem Dämpfer montiert sind,",,,,,,,
0B001b,9. Molekularpumpen aus Zylindern mit inneren spiralförmigen gepressten oder gefrästen Nuten und,,,,,,,
,"inneren Bohrungen,",,,,,,,
0B001b,10. ringförmige Motorstatoren für mehrphasige Wechselstromhysteresemotoren (oder -reluktanzmoto-,,,,,,,
,ren) für Synchronbetrieb unter Vakuumbedingungen im Frequenzbereich grösser/gleich 600 Hz und,,,,,,,
,"mit einem Leistungsbereich grösser/gleich 40 VA,",,,,,,,
0B001b,"11. Zentrifugenrezipienten oder Zentrifugengehäuse zur Aufnahme des Gesamtrotors der Gaszentrifuge,",,,,,,,
,bestehend aus einem starren Zylinder mit einer Wandstärke bis zu 30 mm mit präzisionsgefertigten,,,,,,,
,"Enden, die parallel zueinander und senkrecht zur Längsachse des Zylinders sind, mit einer Abwei-",,,,,,,
,"chung kleiner/gleich 0,05°,",,,,,,,
0B001b,"12. Entnahmevorrichtungen, bestehend aus besonders konstruierten oder hergerichteten Rohren für die",,,,,,,
,Entnahme von UF6-Gas aus dem Inneren des Zentrifugenrotors nach dem Pitot-Prinzip und an-,,,,,,,
,"schliessbar an das zentrale Gaserfassungssystem,",,,,,,,
0B001b,"13. Frequenzumwandler (Konverter oder Inverter), besonders konstruiert oder hergerichtet für die Span-",,,,,,,
,"nungsversorgung von Motorstatoren für die Gaszentrifugenanreicherung, mit allen folgenden Eigen-",,,,,,,
,"schaften, und besonders konstruierte Bestandteile hierfür:",,,,,,,
0B001b13,a) Mehrphasenausgang grösser/gleich 600 Hz und,,,,,,,
0B001b13,"b) hohe Stabilität (mit Frequenzstabilisierung besser als 0,2 %)",,,,,,,
0B001b,14. Schnellschluss- und Regelventile wie folgt:,,,,,,,
0B001b14,"a) Schnellschlussventile, besonders konstruiert oder hergerichtet, um den UF6-Gasstrom für die",,,,,,,
,Produktfraktion (angereichertes Uran) und die Restfraktion („abgereichertes Uran“) innerhalb einer,,,,,,,
,Gaszentrifuge zu regeln,,,,,,,
0B001b14,"b) Faltenbalgventile (Schnellschluss- oder Regelventile), hergestellt aus oder geschützt mit „UF6-re-",,,,,,,
,"sistenten Werkstoffen“ mit einem Innendurchmesser zwischen 10 mm und 160 mm, besonders",,,,,,,
,konstruiert oder hergerichtet für die Verwendung in Haupt- oder Nebensystemen von Gaszen-,,,,,,,
,trifugenanreicherungsanlagen,,,,,,,
0B001b14,"c) Ausrüstung und Bestandteile, besonders konstruiert oder hergerichtet für das Gasdiffusions-Trennver-",,,,,,,
,"fahren, wie folgt:",,,,,,,
,"1. Gasdiffusionstrennwände aus porösen metallischen, polymeren oder keramischen „UF6-resistenten",,,,,,,
,"Werkstoffen“ mit einer Porengrösse von 10 nm bis 100 nm, einer Dicke kleiner/gleich 5 mm und,",,,,,,,
,"bei Röhrenform, mit einem Durchmesser kleiner/gleich 25 mm,",,,,,,,
,,,,,,,,
0B001,c. (Fortsetzung),,,,,,,
,,,,,,,,
,"2. Gasdiffusorgehäuse, hergestellt aus oder geschützt mit „UF6-resistenten Werkstoffen“,",,,,,,,
,"3. Kompressoren oder Ventilatoren mit einem Ansaugvermögen grösser/gleich 1 m3/min UF6, einem",,,,,,,
,"Förderdruck bis zu 500 kPa und einem Druckverhältnis von kleiner/gleich 10:1, hergestellt aus",,,,,,,
,"oder geschützt mit „UF6-resistenten Werkstoffen“,",,,,,,,
,"4. Wellendichtungen für Kompressoren oder Ventilatoren, erfasst von Unternummer 0B001c3, konstru-",,,,,,,
,"iert für eine Einwärtsleckrate des Puffergases von weniger als 1 000 cm3/min,",,,,,,,
,,,,,,,,
,"5. Wärmetauscher, hergestellt aus oder geschützt mit „UF6-resistenten Werkstoffen“ und konstruiert für",,,,,,,
,"eine Leckrate von weniger als 10 Pa/h bei einem Druckunterschied von 100 kPa,",,,,,,,
,,,,,,,,
,"6. Faltenbalgventile (manuell oder automatisch, Schnellschluss- oder Regelventile), hergestellt aus oder",,,,,,,
,geschützt mit „UF6-resistenten Werkstoffen“.,,,,,,,
,"d) Ausrüstung und Bestandteile, besonders konstruiert oder hergerichtet für das aerodynamische Trenn-",,,,,,,
,"verfahren, wie folgt:",,,,,,,
,,,,,,,,
,"1. Trenndüsen mit schlitzförmigen, gekrümmten  Kanälen  mit  einem  Krümmungsradius kleiner  als  1",,,,,,,
,"mm, hergestellt aus „UF6-resistenten Werkstoffen“, mit einem Trennblech innerhalb der Düse,",,,,,,,
,"welches das durch die Düse strömende Gas in zwei Ströme teilt,",,,,,,,
,,,,,,,,
,"2. zylindrische oder konische Rohre (Wirbelrohre), hergestellt aus oder geschützt mit „UF6-resistenten",,,,,,,
,"Werkstoffen“, mit einem oder mehreren tangentialen Gaseinlässen,",,,,,,,
,,,,,,,,
,"3. Kompressoren oder Ventilatoren, hergestellt aus oder geschützt mit „UF6-resistenten Werkstoffen“,",,,,,,,
,"und Kompressorwellendichtungen hierfür,",,,,,,,
,,,,,,,,
,"4. Wärmetauscher, hergestellt aus oder geschützt mit „UF6-resistenten Werkstoffen“,",,,,,,,
,"5. Gehäuse für Trennelemente, hergestellt aus oder geschützt mit „UF6-resistenten Werkstoffen“, ent-",,,,,,,
,"wickelt zur Aufnahme von Wirbelrohren oder Trenndüsen,",,,,,,,
,,,,,,,,
,"6. Faltenbalgventile (manuell oder automatisch, Schnellschluss- oder Regelventile), hergestellt aus oder",,,,,,,
,"geschützt mit „UF6-resistenten Werkstoffen“, mit einem Durchmesser von grösser/gleich 40 mm,",,,,,,,
,7. Prozesssysteme zur Trennung von UF6 und Trägergas (Wasserstoff oder Helium) bis zu einem UF6-,,,,,,,
,"Gehalt von kleiner/gleich 1 ppm, einschliesslich:",,,,,,,
,,,,,,,,
,"a) Tieftemperatur-Wärmetauscher und -Trennanlagen, ausgelegt für Temperaturen kleiner/gleich",,,,,,,
,"153 K (– 120 °C),",,,,,,,
,,,,,,,,
,"b) Tieftemperatur-Kühlgeräte, ausgelegt für Temperaturen kleiner/gleich 153 K (– 120 °C),",,,,,,,
,,,,,,,,
,"c) Trenndüsen oder Wirbelrohre zum Trennen von UF6 und Trägergas,",,,,,,,
,"d) UF6-Kühlfallen, geeignet zum Ausfrieren von UF6,",,,,,,,
,"e) Ausrüstung und Bestandteile, besonders konstruiert oder hergerichtet für das Trennverfahren durch",,,,,,,
,"chemischen Austausch, wie folgt:",,,,,,,
,,,,,,,,
,1. Pulsationskolonnen für schnelle Flüssig-Flüssig-Extraktion mit Stufenverweilzeiten kleiner/gleich 30 s,,,,,,,
,und resistent gegen konzentrierte Salzsäure (HCl) (z. B. hergestellt aus oder geschützt mit geeigneten,,,,,,,
,"Kunststoffmaterialien, wie Fluorkohlenwasserstoff-Polymere, oder Glas),",,,,,,,
,,,,,,,,
,2. Flüssig-Flüssig-Zentrifugalextraktoren mit Stufenverweilzeiten kleiner/gleich 30 s und resistent gegen,,,,,,,
,konzentrierte Salzsäure (HCl) (z. B. hergestellt aus oder geschützt mit geeigneten Kunststoffmateria-,,,,,,,
,"lien, wie Fluorkohlenwasserstoff-Polymere, oder Glas),",,,,,,,
,,,,,,,,
,"3. elektrochemische Reduktionszellen, resistent gegen konzentrierte Salzsäure (HCl), entwickelt zur Re-",,,,,,,
,"duktion von Uran von einer Valenzstufe zu einer anderen,",,,,,,,
,,,,,,,,
0B001,e. (Fortsetzung),,,,,,,
,,,,,,,,
,4. Einspeiseausrüstung für elektrochemische Reduktionszellen zur Entnahme von U+4 aus dem organi-,,,,,,,
,"schen Materialstrom und Teile, die im Kontakt mit dem Prozessstrom stehen, hergestellt aus oder",,,,,,,
,"geschützt mit geeigneten Materialien (z. B. Glas, Fluorkohlenwasserstoff-Polymere, Polyphenylsulfat,",,,,,,,
,"Polyethersulfon und harzimprägniertes Grafit),",,,,,,,
,,,,,,,,
,"5. Einspeise-Aufbereitungssysteme zur Herstellung hochreiner Uranchloridlösung, bestehend aus Löse-",,,,,,,
,"mitteltrennungs-, Lösungsabscheidungs- und/oder Ionenaustauschausrüstung für die Reinigung, sowie",,,,,,,
,"Elektrolysezellen zur Reduzierung von U+6 oder U+4 zu U+3,",,,,,,,
,"6. Uranoxidationssysteme zur Oxidation von U+3 zu U+4,",,,,,,,
,,,,,,,,
,"f) Ausrüstung und Bestandteile, besonders konstruiert oder hergerichtet für das Trennverfahren durch",,,,,,,
,"Ionenaustausch, wie folgt:",,,,,,,
,,,,,,,,
,"1. schnell reagierende Ionenaustauschharze, membranartig- oder porös-makrovernetzte Harze, in  denen die",,,,,,,
,aktiven chemischen Austauschgruppen auf eine Oberflächenschicht eines inaktiven porösen Trä-,,,,,,,
,"germaterials begrenzt sind und andere zusammengesetzte Strukturen in geeigneter Form, einschliess-",,,,,,,
,"lich Teilchen oder Fasern mit Durchmessern kleiner/gleich 0,2 mm, resistent gegen konzentrierte",,,,,,,
,"Salzsäure, präpariert für eine Austauschhalbwertszeit von weniger als 10 s und geeignet für den",,,,,,,
,"Betrieb bei Temperaturen im Bereich von 373 K (100 °C) bis 473 K (200 °C),",,,,,,,
,,,,,,,,
,"2. Ionenaustauschsäulen (zylindrisch) mit einem Durchmesser grösser als 1 000 mm, hergestellt aus oder",,,,,,,
,"geschützt mit Materialien, die resistent sind gegen konzentrierte Salzsäure (z. B. Titan oder fluorkoh-",,,,,,,
,lenwasserstoffhaltige Kunststoffe) und die geeignet sind zum Betrieb bei Temperaturen im Bereich von,,,,,,,
,"373 K (100 °C) bis 473 K (200 °C) und Drücken oberhalb 0,7 MPa,",,,,,,,
,,,,,,,,
,3. Ionenaustausch-Rückflusssysteme (chemische oder elektrochemische Oxidations- oder Reduktionssys-,,,,,,,
,"teme) zur Wiederaufbereitung der chemischen Reduktions- oder Oxidationsmittel, die in Anreiche-",,,,,,,
,"rungskaskaden nach dem Ionenaustauschverfahren benutzt werden,",,,,,,,
,,,,,,,,
,"g) Ausrüstung und Bestandteile, besonders konstruiert oder hergerichtet für die Laserisotopentrennung mit",,,,,,,
,Isotopentrennanlagen nach dem atomaren Laserverfahren wie folgt:,,,,,,,
,,,,,,,,
,"1. Uranmetall-Verdampfungssysteme zur Verwendung in der Laseranreicherung, konstruiert für eine",,,,,,,
,Ausgangsleistung von grösser/gleich 1 kW auf das Target.,,,,,,,
,,,,,,,,
,"2. Handhabungssysteme für flüssiges oder gasförmiges Uranmetall, besonders konstruiert oder herge-",,,,,,,
,"richtet für die Handhabung von geschmolzenem Uran, geschmolzenen Uranlegierungen oder Uran-",,,,,,,
,"metalldampf zur Verwendung bei der Laseranreicherung sowie eigens hierfür konstruierte Bestandteile,",,,,,,,
,,,,,,,,
,Anmerkung: SIEHE AUCH NUMMER 2A225.,,,,,,,
,,,,,,,,
,3. Produktfraktion(angereichertes Uran)- und Restfraktion(„abgereichertes Uran“)-Entnahmesysteme für,,,,,,,
,"die Entnahme von Uranmetall in flüssiger oder fester Form, hergestellt aus oder geschützt mit",,,,,,,
,"Materialien, die wärme- und korrosionsbeständig gegenüber Uranmetalldampf oder flüssigem Uran",,,,,,,
,"sind, wie yttriumoxid(Y2O3)-beschichteter Grafit oder Tantal,",,,,,,,
,4. Behälter für Separatoren (zylindrische oder rechteckige Kessel) zur Aufnahme der Uranmetalldampf-,,,,,,,
,"quelle, der Elektronenstrahlkanone und der Sammler für Produktfraktion(angereichertes Uran) und",,,,,,,
,"Restfraktion(„abgereichertes Uran“),",,,,,,,
,,,,,,,,
,"5. „Laser“ oder „Laser“systeme, besonders konstruiert oder hergerichtet zur Trennung von Uranisotopen mit",,,,,,,
,"einer Wellenlängenstabilisierung, geeignet für den Betrieb über längere Zeiträume,",,,,,,,
,,,,,,,,
,Anmerkung: SIEHE AUCH NUMMERN 6A005 UND 6A205.,,,,,,,
,,,,,,,,
,"h) Ausrüstung und Bestandteile, besonders konstruiert oder hergerichtet für die Laserisotopentrennung mit",,,,,,,
,Isotopentrennanlagen nach dem molekularen Laserverfahren wie folgt:,,,,,,,
,,,,,,,,
,1. Überschallexpansionsdüsen zur Kühlung von Mischungen aus UF6 und Trägergas auf Temperaturen,,,,,,,
,"kleiner/gleich 150 K (– 123 °C), hergestellt aus „UF6-resistenten Werkstoffen“,",,,,,,,
,,,,,,,,
0B001,h. (Fortsetzung),,,,,,,
,,,,,,,,
,"2. Produktfraktion(angereichertes Uran)- und Restfraktion(„abgereichertes Uran“)-Entnahmesysteme, be-",,,,,,,
,sonders konstruiert oder hergerichtet für das Sammeln von Uranmaterial oder -Restfraktion(„abge-,,,,,,,
,"reichertem Uran“) nach der Bestrahlung mit Laser, hergestellt aus „UF6-resistenten Werkstoffen“,",,,,,,,
,,,,,,,,
,"3. Kompressoren, hergestellt aus oder geschützt mit „UF6-resistenten Werkstoffen“, und Kompressorwel-",,,,,,,
,"lendichtungen hierfür,",,,,,,,
,,,,,,,,
,"4. Ausrüstung zur Fluorierung von UF5 (fest) zu UF6 (gasförmig),",,,,,,,
,,,,,,,,
,"5. Prozesssysteme zur Trennung von UF6 und Trägergas (z. B. Stickstoff, Argon oder andere Gase),",,,,,,,
,einschliesslich:,,,,,,,
,,,,,,,,
,"a) Tieftemperatur-Wärmetauscher und -Trennanlagen, ausgelegt für Temperaturen kleiner/gleich",,,,,,,
,"153 K (– 120 °C),",,,,,,,
,,,,,,,,
,"b) Tieftemperatur-Kühlgeräte, ausgelegt für Temperaturen kleiner/gleich 153 K (– 120 °C),",,,,,,,
,,,,,,,,
,"c) UF6-Kühlfallen, geeignet zum Ausfrieren von UF6,",,,,,,,
,,,,,,,,
,"6. „Laser“ oder „Laser“systeme, besonders konstruiert oder hergerichtet zur Trennung von Uranisotopen mit",,,,,,,
,"einer Wellenlängenstabilisierung, geeignet für den Betrieb über längere Zeiträume,",,,,,,,
,,,,,,,,
,Anmerkung: SIEHE AUCH NUMMERN 6A005 UND 6A205.,,,,,,,
,,,,,,,,
,"i) Ausrüstung und Bestandteile, besonders konstruiert oder hergerichtet für das Plasmatrennverfahren, wie",,,,,,,
,folgt:,,,,,,,
,,,,,,,,
,1. Mikrowellenenergiequellen und -strahler zur Produktion oder Beschleunigung von Ionen mit einer,,,,,,,
,"Ausgangsfrequenz grösser als 30 GHz und einer mittleren Ausgangsleistung grösser als 50 kW,",,,,,,,
,,,,,,,,
,2. Hochfrequenzanregungsspulen für Frequenzen grösser als 100 kHz und geeignet für eine mittlere,,,,,,,
,"Ausgangsleistung grösser als 40 kW,",,,,,,,
,,,,,,,,
,"3. Uranplasmaerzeugungssysteme,",,,,,,,
,,,,,,,,
,"4. nicht belegt,",,,,,,,
,,,,,,,,
,5. Produktfraktion (angereichertes Uran)- und Restfraktion („abgereichertes Uran“)-Entnahmesysteme für,,,,,,,
,"Uranmetall in fester Form, hergestellt aus oder geschützt mit Materialien, die wärme- und korrosions-",,,,,,,
,"beständig gegenüber Uranmetalldampf sind, wie yttriumoxid(Y2O3)-beschichteter Grafit oder Tantal,",,,,,,,
,,,,,,,,
,"6. Separatorbehälter (zylindrisch) zur Aufnahme der Uranplasmaquelle,  Hochfrequenzanregungsspulen und",,,,,,,
,der Produktfraktion(angereichertes Uran)- und Restfraktion(„abgereichertes Uran“)-Entnahmesys- teme,,,,,,,
,"und hergestellt aus geeigneten nichtmagnetischen Materialien (z. B. rostfreier Stahl),",,,,,,,
,,,,,,,,
,"j) Ausrüstung und Bestandteile, besonders konstruiert oder hergerichtet für den Trennprozess nach dem",,,,,,,
,"elektromagnetischen Verfahren, wie folgt:",,,,,,,
,,,,,,,,
,"1. Einzel- oder Mehrfach-Ionenquellen, bestehend aus Strahlquelle, Ionisierer und Strahlbeschleuniger,",,,,,,,
,"hergestellt aus geeigneten nichtmagnetischen Materialien (z. B. Grafit, rostfreier Stahl oder Kupfer) und",,,,,,,
,"geeignet zur Erzeugung eines Gesamtionenstroms grösser/gleich 50 mA,",,,,,,,
,,,,,,,,
,"2. Ionenkollektorplatten zum Aufsammeln von angereicherten oder abgereicherten Uranionenstrahlen,",,,,,,,
,die zwei oder mehr Spalte einschliesslich Sammelbehälter enthalten und hergestellt sind aus geeigneten,,,,,,,
,"nichtmagnetischen Materialien (z. B. Grafit oder rostfreier Stahl),",,,,,,,
,,,,,,,,
,"3. Vakuumbehälter für elektromagnetische Uranseparatoren, hergestellt aus nichtmagnetischen Materia-",,,,,,,
,"lien (z. B. rostfreier Stahl) und konstruiert zum Betrieb bei Drücken kleiner/gleich 0,1 Pa,",,,,,,,
,,,,,,,,
0B001,j. (Fortsetzung),,,,,,,
,,,,,,,,
,"4. Magnetpolstücke mit einem Durchmesser grösser als 2 m,",,,,,,,
,,,,,,,,
,5. Hochspannungsversorgungen für Ionenquellen mit allen folgenden Eigenschaften:,,,,,,,
,,,,,,,,
,"a) geeignet für kontinuierlichen Betrieb,",,,,,,,
,,,,,,,,
,"b) Ausgangsspannung grösser/gleich 20 000 V,",,,,,,,
,,,,,,,,
,c) Ausgangsstrom grösser/gleich 1 A und,,,,,,,
,,,,,,,,
,"d) Spannungsstabilisierung besser als 0,01 % über eine Zeitdauer von 8 Stunden,",,,,,,,
,,,,,,,,
,Anmerkung: SIEHE AUCH NUMMER 3A227.,,,,,,,
,,,,,,,,
,"6. Leistungsversorgungen für die Magnete (Hochleistung, Gleichstrom) mit allen folgenden Eigenschaften:",,,,,,,
,,,,,,,,
,a) geeignet für kontinuierlichen Betrieb mit einem Ausgangsstrom grösser/gleich 500 A bei einer,,,,,,,
,Spannung grösser/gleich 100 V und,,,,,,,
,,,,,,,,
,"b) Strom- oder Spannungsstabilisierung besser als 0,01 % über eine Zeitdauer von 8 Stunden.",,,,,,,
,,,,,,,,
,Anmerkung: SIEHE AUCH NUMMER 3A226.,,,,,,,
,,,,,,,,
0B002,"Zusatzsysteme, Ausrüstung und Bestandteile, besonders konstruiert oder hergerichtet für von Num-",,,,,,,
,"mer 0B001 erfasste Anlagen zur Isotopentrennung, hergestellt aus oder geschützt mit „UF6-resistenten",,,,,,,
,"Werkstoffen“, wie folgt:",,,,,,,
,,,,,,,,
,"a) Speiseautoklaven, Öfen oder Systeme, mit denen UF6 zum Anreicherungsort geleitet wird,",,,,,,,
,b) Desublimatoren (Phasenübergang gasförmig-fest) oder Kühlfallen zur Entnahme von UF6 aus dem An-,,,,,,,
,"reicherungsprozess und zur nachfolgenden Weiterleitung mittels Heizung,",,,,,,,
,,,,,,,,
,c) Produktfraktion(angereichertes Uran)- und Restfraktion(„abgereichertes Uran“)-Ausspeisesysteme zur Wei-,,,,,,,
,"terleitung von UF6 in Behälter,",,,,,,,
,d) Verflüssigungs- oder Erstarrungsstationen zur Entnahme von UF6 aus dem Anreicherungsprozess mittels,,,,,,,
,"Kompression, Kühlung und Umwandlung von UF6 in die flüssige oder feste Form",,,,,,,
,"e) Rohr- und Verteilersysteme, besonders konstruiert oder hergerichtet zur Führung von UF6 innerhalb von",,,,,,,
,"Gasdiffusions-, Zentrifugen- oder aerodynamischen Kaskaden,",,,,,,,
,,,,,,,,
