"Geschäftsnummer","Bestimmungsland","Güterart","Geschäftstyp","Richtung","Exportkontrollnummer (EKN)"," Wert (CHF) "
8026287,"Uruguay","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 25.00 "
8026287,"Uruguay","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 15.00 "
8026287,"Uruguay","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 1,400.00 "
8026287,"Uruguay","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 15.00 "
8026287,"Uruguay","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 50.00 "
8026287,"Uruguay","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 100.00 "
8026790,"Vereinigte Arabische Emirate","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 12,550.00 "
8026566,"Vereinigte Staaten von Amerika","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 1,146.00 "
8026566,"Vereinigte Staaten von Amerika","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 1,440.00 "
8026566,"Vereinigte Staaten von Amerika","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 100.00 "
8026566,"Vereinigte Staaten von Amerika","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 100.00 "
8026566,"Vereinigte Staaten von Amerika","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 70.00 "
8026566,"Vereinigte Staaten von Amerika","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 516.00 "
8026566,"Vereinigte Staaten von Amerika","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 960.00 "
8026567,"Vereinigte Staaten von Amerika","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 1,700.00 "
8026567,"Vereinigte Staaten von Amerika","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 1,300.00 "
8026567,"Vereinigte Staaten von Amerika","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 1,250.00 "
8026567,"Vereinigte Staaten von Amerika","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 1,400.00 "
8026567,"Vereinigte Staaten von Amerika","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 1,500.00 "
8026567,"Vereinigte Staaten von Amerika","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 2,500.00 "
8027415,"Vereinigte Staaten von Amerika","Dual Use Güter","Einzelbewilligung","Ausfuhr","5A002.a1"," CHF 1,640.70 "
8026704,"Vereinigte Staaten von Amerika","Dual Use Güter","Einzelbewilligung","Ausfuhr","5A002.a1"," CHF 2,027.00 "
8027029,"Vereinigte Staaten von Amerika","Dual Use Güter","Einzelbewilligung","Ausfuhr","5A002.a.1"," CHF 4,321.00 "
8026823,"Vereinigte Staaten von Amerika","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 1,650.00 "
8027238,"Vereinigte Staaten von Amerika","Dual Use Güter","Einzelbewilligung","Ausfuhr","3A002"," CHF 29,840.00 "
8026684,"Vereinigte Staaten von Amerika","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 1,881.00 "
8026684,"Vereinigte Staaten von Amerika","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 742.50 "
8026760,"Vereinigte Staaten von Amerika","Nukleargüter","Einzelbewilligung","Ausfuhr","0E001"," CHF 1,000.00 "
8026909,"Vereinigte Staaten von Amerika","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 150.00 "
8026909,"Vereinigte Staaten von Amerika","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 1,710.00 "
8026909,"Vereinigte Staaten von Amerika","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 150.00 "
8026909,"Vereinigte Staaten von Amerika","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 580.00 "
8026909,"Vereinigte Staaten von Amerika","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 600.00 "
8027033,"Vietnam","Besondere militärische Güter","Einzelbewilligung","Ausfuhr","ML10.c.2"," CHF 1,600.00 "
8027033,"Vietnam","Besondere militärische Güter","Einzelbewilligung","Ausfuhr","ML10.c.2"," CHF 10,500.00 "
8027033,"Vietnam","Besondere militärische Güter","Einzelbewilligung","Ausfuhr","ML10.c.2"," CHF 10,500.00 "
